feature,importance
x0_Symp_Survey_eq5_3,0.0006908399893853737
x1_REAP_Antigen_OR9Q2_Epitope-2-N,0.0006900486216224103
x1_Flow_Cyt_CD8Temranumber_ML2,0.0006897655250338508
x1_REAP_Antigen_OR52E1_Epitope-2-N,0.0006791219535778638
x1_Cytokines_IL-22_Obs_Conc_pg/mL_GG4.4_ML,0.0006741355562976616
x1_REAP_Antigen_MFSD14B_Epitope-4-N,0.0006732852289986148
x1_REAP_Antigen_OR2AE1_Epitope-3-N,0.000672571398931812
x1_REAP_Antigen_FGF1,0.0006719899645755387
x1_Flow_Cyt_HLADRofTotalMono1MFInonnorm,0.0006717940833045758
x1_REAP_Antigen_S28A3_Epitope-3-N,0.0006685916535344282
x1_SI_EBV_Patient_Report_Late_Antigen_Glycoprotein_42_K[LI]XHWT_Motif_Family_15_zscore_Max_ML,0.0006680702275254219
x1_REAP_Antigen_TMC5_Epitope-5-N,0.0006662852894584057
x1_REAP_Antigen_SERPINE2,0.0006577247237951485
x1_REAP_Antigen_CREG2,0.0006572297892059148
x1_SI_SARS_CoV_2_SCSCoV2_Panel_No_stage_Spike_KXSXIEX[ILM]_Motif_Family_6_zscore,0.0006553994872822135
x1_REAP_Antigen_PROK1_ML,0.0006526489238164417
x1_SI_HSV1_Patient_Report_No_stage_Assembly_protein_LPXXPAF_Motif_Family_24_zscore_Max_ML,0.0006455483890190016
x1_REAP_Antigen_OR52M1_Epitope-2-N,0.0006447775349321085
x1_SI_SARS_CoV_2_SCSCoV2_Panel_No_stage_Additional_Mimitopes_SAXYMXK_Motif_Family_20_zscore_Max,0.0006402616613408919
x1_Cytokines_HMGB1_Obs_Conc_ng/mL_GG20.1_ML,0.00063717263540812
x1_REAP_Antigen_SLC38A5_Epitope-1-N,0.0006366663076377441
x1_REAP_Antigen_CYBB_Epitope-1-N_ML,0.000632430725355921
x1_REAP_Antigen_CLDND2,0.000630837819860862
x1_Flow_Cyt_CD8TemraofLive,0.0006252143547438567
x1_SI_Dengue_Virus_Patient_Report_No_stage_Viral_All_motif_ScoreSum,0.0006248366941177771
x1_REAP_Antigen_OR1B1_Epitope-3-N,0.0006235260688586598
x1_REAP_Antigen_SOSTDC1,0.0006232773862159141
x1_REAP_Antigen_TAAR5_Epitope-2-N,0.0006216775437155496
x1_Flow_Cyt_FollCD8ofCD3,0.0006213654503463474
x1_REAP_Antigen_OR51H1_Epitope-4-N,0.0006165340835576489
x1_SI_SARS_CoV_2_SCSCoV2_Panel_No_stage_Additional_Mimitopes_QXSFKXX[FMW]_Motif_Family_21_zscore,0.0006144563650693794
x1_SI_Plasmodium_falciparum_(Malaria)_Patient_Report_No_stage_Parasitic_All_motif_ScoreSum,0.0006115632886725094
x1_Flow_Cyt_PD1pCD8TemraofCD8_GG33.5_ML,0.0006090473364342664
x1_REAP_Antigen_ASTN1,0.0006068757424787828
x0_LC_Symptom_throat_ML_4,0.0006062766637556572
x1_Cytokines_FGF2_Obs_Conc_pg/mL_GG14.2_ML,0.000604505126834337
x1_Cytokines_CCL8_Obs_Conc_pg/mL_GG3.2_ML,0.0006040651821000577
x1_REAP_Antigen_ELSPBP1,0.0006025703744894697
