pipeline,n_folds_total,n_folds_with_positives,recall_mean,recall_std,f1_mean,f1_std,avg_precision_mean,avg_precision_std,roc_auc_mean,roc_auc_std
Logistic_PCA50_cost20,15,15,0.06666666666666667,0.25819888974716115,0.02222222222222222,0.08606629658238704,0.11142899874636772,0.060621647442423286,0.7329096045197739,0.10168740443970509
BalancedRF_PCA50,15,15,0.8333333333333334,0.25197631533948484,0.32745493069022474,0.03356703930094586,0.4356914411753122,0.1972578014859378,0.9114453860640302,0.06677433659689354
SMOTE_Logistic_PCA50,15,15,0.06666666666666667,0.25819888974716115,0.02222222222222222,0.08606629658238706,0.1085697084025706,0.056438830123254305,0.7224482109227873,0.09254252973569786
